Data,Último,Abertura,Máxima,Mínima,Vol.,Var%
31.01.2020,"50,27","50,96","51,06","49,80","29,99M","-2,39%"
30.01.2020,"51,50","49,97","51,50","49,80","23,08M","1,48%"
29.01.2020,"50,75","51,70","51,89","50,46","23,32M","-0,88%"
28.01.2020,"51,20","51,20","52,09","51,08","23,05M","1,37%"
27.01.2020,"50,51","51,66","51,82","50,48","38,78M","-6,12%"
24.01.2020,"53,80","55,62","55,73","53,69","19,74M","-3,06%"
23.01.2020,"55,50","55,43","55,73","54,71","23,03M","-1,42%"
22.01.2020,"56,30","56,60","56,85","56,06","17,27M","0,48%"
21.01.2020,"56,03","56,80","57,01","55,74","25,44M","-2,32%"
20.01.2020,"57,36","57,00","57,36","56,53","16,75M","0,63%"
17.01.2020,"57,00","56,25","57,09","56,10","36,52M","3,32%"
16.01.2020,"55,17","55,60","55,95","55,10","13,15M","-0,52%"
15.01.2020,"55,46","55,30","56,08","55,11","21,43M","-0,32%"
14.01.2020,"55,64","55,30","56,35","55,00","27,82M","0,61%"
13.01.2020,"55,30","53,64","55,64","53,51","27,50M","3,64%"
10.01.2020,"53,36","53,75","53,87","53,11","9,13M","0,11%"
09.01.2020,"53,30","53,75","53,87","53,05","14,64M","-1,31%"
08.01.2020,"54,01","54,20","54,37","53,62","15,30M","0,02%"
07.01.2020,"54,00","53,50","54,19","53,40","16,33M","0,73%"
06.01.2020,"53,61","53,80","53,80","53,15","32,79M","-0,59%"
03.01.2020,"53,93","53,68","54,50","53,58","17,28M","-0,74%"
02.01.2020,"54,33","53,98","54,44","53,75","17,51M","1,93%"
30.12.2019,"53,30","53,65","53,86","53,20","11,93M","-0,56%"
27.12.2019,"53,60","53,99","54,00","53,42","13,92M","0,41%"
26.12.2019,"53,38","53,40","53,58","53,10","20,41M","0,39%"
23.12.2019,"53,17","53,48","53,56","53,00","10,23M","-0,39%"
20.12.2019,"53,38","53,36","53,57","52,75","42,12M","1,46%"
19.12.2019,"52,61","52,12","52,84","51,85","17,68M","1,00%"
18.12.2019,"52,09","51,90","52,16","51,24","22,92M","0,23%"
17.12.2019,"51,97","51,88","52,32","51,68","13,57M","0,02%"
16.12.2019,"51,96","53,09","53,26","51,96","21,81M","-0,78%"
13.12.2019,"52,37","51,92","52,61","51,48","28,17M","-1,10%"
12.12.2019,"52,95","52,10","53,06","51,73","25,14M","2,16%"
11.12.2019,"51,83","51,38","52,05","51,22","15,57M","1,23%"
10.12.2019,"51,20","51,22","51,43","50,90","13,88M","-0,47%"
09.12.2019,"51,44","52,25","52,49","51,33","19,39M","0,18%"
06.12.2019,"51,35","51,25","51,69","51,03","13,89M","0,79%"
05.12.2019,"50,95","50,70","51,08","50,55","9,50M","0,06%"
04.12.2019,"50,92","50,83","51,03","50,53","9,11M","0,99%"
03.12.2019,"50,42","51,25","51,26","50,25","13,48M","-1,79%"
02.12.2019,"51,34","50,15","51,69","50,11","23,95M","2,72%"
29.11.2019,"49,98","50,37","50,47","49,82","10,29M","-0,77%"
28.11.2019,"50,37","50,56","50,88","49,69","10,15M","-0,42%"
27.11.2019,"50,58","50,93","51,20","50,13","13,51M","-1,25%"
26.11.2019,"51,22","50,60","51,50","50,46","32,45M","0,71%"
25.11.2019,"50,86","50,54","51,18","50,43","24,51M","1,66%"
22.11.2019,"50,03","48,55","50,03","48,55","27,68M","3,33%"
21.11.2019,"48,42","47,76","48,42","47,70","15,62M","0,52%"
19.11.2019,"48,17","48,11","48,49","47,72","13,11M","1,18%"
18.11.2019,"47,61","47,72","48,05","47,48","16,78M","1,30%"
14.11.2019,"47,00","47,35","47,58","46,96","14,16M","-0,25%"
13.11.2019,"47,12","47,65","48,06","46,97","16,88M","-1,63%"
12.11.2019,"47,90","48,30","48,49","47,90","13,13M","-0,48%"
11.11.2019,"48,13","48,44","48,44","47,96","20,39M","-2,14%"
08.11.2019,"49,18","49,33","49,55","48,81","19,85M","-1,86%"
07.11.2019,"50,11","49,84","50,53","49,54","26,79M","0,85%"
06.11.2019,"49,69","49,90","49,97","48,90","14,88M","-0,36%"
05.11.2019,"49,87","50,07","50,28","49,43","15,95M","0,10%"
04.11.2019,"49,82","49,08","49,82","49,08","20,98M","2,85%"
01.11.2019,"48,44","47,80","48,70","47,76","20,11M","2,63%"
31.10.2019,"47,20","48,10","48,48","46,86","21,66M","-2,86%"
30.10.2019,"48,59","48,40","48,62","47,69","15,26M","-0,12%"
29.10.2019,"48,65","48,41","48,80","48,08","9,95M","-0,10%"
28.10.2019,"48,70","48,65","48,80","48,34","10,89M","0,29%"
25.10.2019,"48,56","47,75","48,56","47,55","21,68M","3,87%"
24.10.2019,"46,75","47,46","47,57","46,52","14,46M","-0,76%"
23.10.2019,"47,11","47,60","47,83","47,03","12,30M","-0,40%"
22.10.2019,"47,30","47,28","47,54","47,10","15,11M","0,19%"
21.10.2019,"47,21","46,42","47,21","46,26","13,25M","2,56%"
18.10.2019,"46,03","46,89","47,18","46,02","16,37M","-1,46%"
17.10.2019,"46,71","46,99","47,05","46,61","14,11M","-0,19%"
16.10.2019,"46,80","47,39","47,52","46,64","24,34M","-2,32%"
15.10.2019,"47,91","47,88","48,29","47,53","14,60M","-0,17%"
14.10.2019,"47,99","48,20","48,25","47,56","11,48M","-1,34%"
11.10.2019,"48,64","48,03","48,92","48,00","24,35M","2,96%"
10.10.2019,"47,24","46,06","47,45","46,06","15,23M","3,44%"
09.10.2019,"45,67","45,67","46,04","45,33","9,46M","0,77%"
08.10.2019,"45,32","46,30","46,37","45,32","14,54M","-1,56%"
07.10.2019,"46,04","46,30","46,98","46,04","12,45M","-1,18%"
04.10.2019,"46,59","45,70","46,79","45,68","21,19M","2,53%"
03.10.2019,"45,44","45,32","45,81","44,22","24,52M","0,75%"
02.10.2019,"45,10","46,90","46,90","45,10","24,32M","-5,47%"
01.10.2019,"47,71","47,85","48,88","47,66","16,04M","-0,08%"
30.09.2019,"47,75","47,65","48,04","47,21","12,07M","0,19%"
27.09.2019,"47,66","48,15","48,35","47,27","13,26M","-0,42%"
26.09.2019,"47,86","48,10","48,28","47,53","12,19M","0,00%"
25.09.2019,"47,86","47,03","48,02","46,83","14,52M","1,98%"
24.09.2019,"46,93","47,71","47,88","46,78","15,22M","-2,43%"
23.09.2019,"48,10","48,19","48,58","47,96","11,93M","-0,66%"
20.09.2019,"48,42","48,66","48,74","48,00","23,85M","0,21%"
19.09.2019,"48,32","48,40","48,58","47,76","15,64M","-0,17%"
18.09.2019,"48,40","49,00","49,00","47,98","15,20M","-1,02%"
17.09.2019,"48,90","48,25","49,15","48,23","14,43M","0,64%"
16.09.2019,"48,59","49,40","49,44","48,35","26,33M","-2,41%"
13.09.2019,"49,79","49,96","50,30","49,66","21,99M","0,20%"
12.09.2019,"49,69","48,62","49,77","48,60","39,26M","3,63%"
11.09.2019,"47,95","48,60","48,60","47,58","16,81M","-0,60%"
10.09.2019,"48,24","47,88","48,50","47,20","21,42M","0,73%"
09.09.2019,"47,89","46,70","47,89","46,29","24,28M","3,10%"
06.09.2019,"46,45","46,45","46,69","46,09","10,26M","-0,15%"
05.09.2019,"46,52","46,95","47,19","46,52","20,17M","0,00%"
04.09.2019,"46,52","46,05","46,52","45,97","12,41M","2,20%"
03.09.2019,"45,52","46,00","46,05","45,34","13,17M","-1,06%"
02.09.2019,"46,01","46,55","46,67","45,85","12,71M","0,97%"
30.08.2019,"45,57","45,99","46,33","45,27","27,16M","1,04%"
29.08.2019,"45,10","44,11","45,25","43,96","23,35M","3,73%"
28.08.2019,"43,48","43,31","44,17","43,04","13,38M","0,37%"
27.08.2019,"43,32","43,15","43,91","42,44","27,76M","1,21%"
26.08.2019,"42,80","43,49","43,65","42,54","13,01M","-1,11%"
23.08.2019,"43,28","43,83","44,59","42,90","26,02M","-1,39%"
22.08.2019,"43,89","44,38","44,38","43,55","12,21M","-0,59%"
21.08.2019,"44,15","43,60","44,33","43,07","16,14M","0,71%"
20.08.2019,"43,84","43,51","44,49","42,90","16,79M","0,44%"
19.08.2019,"43,65","44,29","44,43","43,21","27,45M","-0,09%"
16.08.2019,"43,69","44,45","44,70","43,48","19,46M","-0,46%"
15.08.2019,"43,89","45,01","45,50","43,17","24,42M","-2,21%"
14.08.2019,"44,88","45,98","45,98","44,73","24,66M","-3,48%"
13.08.2019,"46,50","45,55","46,80","45,35","19,91M","2,97%"
12.08.2019,"45,16","45,15","45,99","45,03","16,31M","-0,73%"
09.08.2019,"45,49","46,70","46,81","45,49","24,39M","-3,58%"
08.08.2019,"47,18","47,30","47,49","46,92","24,12M","1,51%"
07.08.2019,"46,48","45,85","46,48","45,45","20,68M","-0,30%"
06.08.2019,"46,62","46,46","46,97","46,29","21,83M","1,35%"
05.08.2019,"46,00","46,60","46,60","45,76","36,29M","-3,85%"
02.08.2019,"47,84","48,20","48,29","47,41","19,66M","-1,16%"
01.08.2019,"48,40","49,24","49,34","48,25","45,50M","-2,83%"
31.07.2019,"49,81","50,38","50,55","49,22","23,17M","-0,40%"
30.07.2019,"50,01","50,17","50,58","50,01","10,08M","-0,50%"
29.07.2019,"50,26","50,30","50,60","49,80","8,38M","0,06%"
26.07.2019,"50,23","51,00","51,05","50,18","12,54M","-0,51%"
25.07.2019,"50,49","51,00","51,12","50,10","12,71M","-0,32%"
24.07.2019,"50,65","51,09","51,26","50,55","25,06M","-2,14%"
23.07.2019,"51,76","52,40","52,60","51,76","11,05M","-1,32%"
22.07.2019,"52,45","52,18","52,66","51,81","11,29M","-0,51%"
19.07.2019,"52,72","52,81","53,23","52,55","11,48M","0,25%"
18.07.2019,"52,59","52,61","52,82","52,23","12,19M","-0,19%"
17.07.2019,"52,69","52,99","53,12","52,46","13,69M","-0,68%"
16.07.2019,"53,05","53,20","53,47","52,79","17,35M","0,68%"
15.07.2019,"52,69","52,46","52,93","52,25","20,02M","1,70%"
12.07.2019,"51,81","52,46","52,78","51,73","22,20M","-0,46%"
11.07.2019,"52,05","51,87","52,50","51,72","18,49M","-0,15%"
10.07.2019,"52,13","51,61","52,56","51,40","28,05M","2,32%"
08.07.2019,"50,95","50,65","51,60","50,46","12,67M","1,17%"
05.07.2019,"50,36","50,40","50,58","49,76","27,73M","-2,54%"
04.07.2019,"51,67","51,68","52,10","51,15","16,14M","0,74%"
03.07.2019,"51,29","51,77","51,97","51,15","19,93M","-0,19%"
02.07.2019,"51,39","54,10","54,16","50,02","48,28M","-4,21%"
01.07.2019,"53,65","53,10","53,79","53,10","22,76M","3,53%"
28.06.2019,"51,82","52,07","52,20","51,69","10,87M","0,23%"
27.06.2019,"51,70","52,15","52,15","51,52","14,90M","0,23%"
26.06.2019,"51,58","51,50","52,04","51,37","13,24M","0,39%"
25.06.2019,"51,38","52,19","52,47","51,34","12,35M","-1,95%"
24.06.2019,"52,40","52,48","52,48","52,10","9,25M","-0,08%"
21.06.2019,"52,44","52,75","52,93","52,10","20,44M","0,27%"
19.06.2019,"52,30","53,00","53,10","51,83","23,61M","0,58%"
18.06.2019,"52,00","51,00","52,42","51,00","27,12M","3,59%"
17.06.2019,"50,20","51,00","51,33","50,20","20,48M","-2,33%"
14.06.2019,"51,40","51,70","51,82","51,15","20,29M","-0,87%"
13.06.2019,"51,85","51,90","52,25","51,59","18,03M","0,70%"
12.06.2019,"51,49","51,55","52,09","50,93","24,45M","0,12%"
11.06.2019,"51,43","49,76","51,48","49,66","44,48M","6,39%"
10.06.2019,"48,34","48,95","49,23","48,33","11,57M","-0,66%"
07.06.2019,"48,66","49,05","49,10","48,36","11,55M","-0,29%"
06.06.2019,"48,80","48,89","48,94","48,31","10,84M","0,85%"
05.06.2019,"48,39","49,28","49,43","47,86","14,27M","-1,47%"
04.06.2019,"49,11","49,18","49,35","48,30","19,50M","0,57%"
03.06.2019,"48,83","49,35","49,60","48,44","22,42M","-0,35%"
31.05.2019,"49,00","49,51","51,00","48,71","28,81M","-2,02%"
30.05.2019,"50,01","49,71","50,13","49,44","12,85M","0,62%"
29.05.2019,"49,70","49,52","49,85","49,15","17,80M","-1,09%"
28.05.2019,"50,25","49,95","50,95","49,85","36,95M","0,12%"
27.05.2019,"50,19","49,00","50,25","48,90","17,23M","3,89%"
24.05.2019,"48,31","48,64","49,43","48,31","24,88M","1,02%"
23.05.2019,"47,82","47,07","47,90","46,42","15,70M","0,76%"
22.05.2019,"47,46","47,78","48,69","47,37","21,02M","0,11%"
21.05.2019,"47,41","47,10","47,96","46,09","32,33M","1,41%"
20.05.2019,"46,75","47,62","47,74","46,63","23,82M","-2,03%"
17.05.2019,"47,72","46,40","47,72","46,30","34,01M","2,84%"
16.05.2019,"46,40","48,55","48,93","45,82","48,99M","-3,23%"
15.05.2019,"47,95","47,15","48,45","47,02","18,38M","0,76%"
14.05.2019,"47,59","48,18","48,35","47,35","14,14M","0,34%"
13.05.2019,"47,43","48,53","48,75","47,43","18,50M","-4,10%"
10.05.2019,"49,46","48,30","49,80","48,06","25,20M","1,90%"
09.05.2019,"48,54","49,00","49,01","48,05","12,41M","-0,94%"
08.05.2019,"49,00","49,82","50,14","48,94","18,40M","-1,41%"
07.05.2019,"49,70","49,35","49,70","48,72","15,14M","0,08%"
06.05.2019,"49,66","49,60","49,75","49,09","10,41M","-1,47%"
03.05.2019,"50,40","49,45","50,63","49,39","10,55M","2,98%"
02.05.2019,"48,94","49,28","49,28","48,72","15,81M","-2,32%"
30.04.2019,"50,10","50,22","50,69","49,76","11,34M","-0,30%"
29.04.2019,"50,25","50,94","51,06","50,12","8,68M","-0,34%"
26.04.2019,"50,42","50,48","50,65","49,52","10,59M","0,18%"
25.04.2019,"50,33","50,23","50,43","49,38","15,87M","-0,06%"
24.04.2019,"50,36","51,55","51,74","50,16","19,93M","-3,00%"
23.04.2019,"51,92","51,59","51,92","51,28","9,86M","1,21%"
22.04.2019,"51,30","51,95","52,00","50,80","16,26M","-2,43%"
18.04.2019,"52,58","52,20","52,97","52,01","10,67M","0,63%"
17.04.2019,"52,25","53,16","53,80","51,70","26,44M","-1,60%"
16.04.2019,"53,10","51,27","53,16","50,84","18,75M","3,45%"
15.04.2019,"51,33","51,59","51,72","50,78","15,68M","-0,29%"
12.04.2019,"51,48","52,09","52,72","51,31","16,83M","-0,60%"
11.04.2019,"51,79","51,50","51,86","50,93","10,24M","0,06%"
10.04.2019,"51,76","52,74","52,74","51,52","15,58M","-1,13%"
09.04.2019,"52,35","53,18","53,30","52,30","14,23M","-1,95%"
08.04.2019,"53,39","52,50","53,39","52,36","14,32M","2,71%"
05.04.2019,"51,98","52,20","52,36","51,70","8,32M","-0,35%"
04.04.2019,"52,16","52,00","52,46","51,62","14,11M","0,73%"
03.04.2019,"51,78","52,78","52,83","51,61","21,41M","0,29%"
02.04.2019,"51,63","53,05","53,30","51,63","21,40M","-1,84%"
01.04.2019,"52,60","52,35","53,05","52,10","25,32M","3,28%"
29.03.2019,"50,93","49,95","51,60","49,95","25,03M","3,31%"
28.03.2019,"49,30","50,51","50,60","48,62","28,40M","-0,60%"
27.03.2019,"49,60","50,05","50,74","49,31","20,41M","-1,35%"
26.03.2019,"50,28","49,81","50,70","49,80","13,36M","1,47%"
25.03.2019,"49,55","49,60","50,31","49,16","15,86M","-1,00%"
22.03.2019,"50,05","50,47","51,33","49,70","25,56M","-1,65%"
21.03.2019,"50,89","50,53","51,47","50,51","19,60M","0,65%"
20.03.2019,"50,56","51,45","51,68","50,40","25,48M","-2,58%"
19.03.2019,"51,90","50,70","52,39","50,59","31,95M","2,85%"
18.03.2019,"50,46","50,25","50,67","49,83","22,97M","-0,18%"
15.03.2019,"50,55","50,80","51,24","50,40","25,95M","-0,32%"
14.03.2019,"50,71","50,80","50,93","50,20","17,22M","0,02%"
13.03.2019,"50,70","49,94","51,00","49,70","21,95M","1,46%"
12.03.2019,"49,97","49,80","50,33","49,55","15,55M","0,18%"
11.03.2019,"49,88","48,90","49,95","48,61","20,08M","2,11%"
08.03.2019,"48,85","48,26","48,89","47,65","25,45M","-0,02%"
07.03.2019,"48,86","47,83","48,96","47,72","21,11M","1,69%"
06.03.2019,"48,05","47,43","48,05","47,19","15,24M","2,80%"
01.03.2019,"46,74","47,29","47,50","44,55","29,87M","-0,76%"
28.02.2019,"47,10","46,42","47,10","46,10","17,88M","0,58%"
27.02.2019,"46,83","47,25","47,25","46,34","15,00M","-0,78%"
26.02.2019,"47,20","46,79","47,29","46,60","10,36M","0,17%"
25.02.2019,"47,12","47,35","47,75","46,40","16,80M","0,28%"
22.02.2019,"46,99","45,70","47,06","45,57","17,58M","3,55%"
21.02.2019,"45,38","45,84","46,09","45,13","21,40M","-0,92%"
20.02.2019,"45,80","45,90","46,08","44,94","25,49M","0,68%"
19.02.2019,"45,49","45,50","45,94","45,23","20,52M","0,53%"
18.02.2019,"45,25","45,79","46,15","44,90","18,78M","-1,37%"
15.02.2019,"45,88","45,40","46,02","45,19","27,88M","0,48%"
14.02.2019,"45,66","45,39","45,94","45,05","24,06M","0,37%"
13.02.2019,"45,49","44,31","45,99","44,30","38,15M","2,69%"
12.02.2019,"44,30","42,50","44,33","42,05","36,42M","5,43%"
11.02.2019,"42,02","43,86","44,05","41,89","30,70M","-2,64%"
08.02.2019,"43,16","40,64","43,59","40,51","48,17M","3,77%"
07.02.2019,"41,59","42,15","42,79","41,21","31,40M","-2,05%"
06.02.2019,"42,46","44,00","44,40","42,46","29,26M","-4,88%"
05.02.2019,"44,64","44,45","45,21","43,81","21,99M","-0,09%"
04.02.2019,"44,68","46,00","46,10","44,05","35,89M","-3,39%"
01.02.2019,"46,25","45,72","46,33","45,58","21,29M","1,65%"
31.01.2019,"45,50","46,99","47,44","45,50","39,81M","-2,36%"
30.01.2019,"46,60","46,25","46,80","44,98","67,89M","9,03%"
29.01.2019,"42,74","43,27","44,69","42,60","68,34M","0,85%"
28.01.2019,"42,38","45,00","48,00","42,36","183,53M","-24,52%"
24.01.2019,"56,15","55,80","56,20","55,50","14,12M","0,90%"
23.01.2019,"55,65","55,46","55,90","55,33","13,47M","1,03%"
22.01.2019,"55,08","54,48","55,08","54,35","17,15M","-0,36%"
21.01.2019,"55,28","54,85","55,35","54,39","10,68M","0,95%"
18.01.2019,"54,76","54,95","55,60","54,25","25,82M","0,98%"
17.01.2019,"54,23","52,44","54,71","52,27","25,53M","3,00%"
16.01.2019,"52,65","52,40","52,82","52,20","15,38M","0,57%"
15.01.2019,"52,35","52,85","53,20","51,87","14,48M","-0,48%"
14.01.2019,"52,60","51,98","52,70","51,43","14,63M","0,42%"
11.01.2019,"52,38","53,26","53,46","52,38","12,36M","-1,36%"
10.01.2019,"53,10","53,23","53,29","52,27","18,11M","-1,10%"
09.01.2019,"53,69","53,16","54,06","52,83","27,70M","2,44%"
08.01.2019,"52,41","52,20","52,80","51,62","19,93M","0,96%"
07.01.2019,"51,91","52,87","53,65","51,72","21,00M","-0,54%"
04.01.2019,"52,19","49,82","52,45","49,82","43,36M","6,51%"
03.01.2019,"49,00","48,48","50,94","48,40","30,12M","-4,09%"
02.01.2019,"51,09","50,01","51,37","49,79","17,32M","0,18%"
28.12.2018,"51,00","50,31","51,20","50,25","11,91M","3,03%"
27.12.2018,"49,50","50,10","50,39","49,28","14,33M","-1,86%"
26.12.2018,"50,44","50,11","50,70","49,40","13,36M","-0,83%"
21.12.2018,"50,86","50,28","51,25","50,22","28,27M","2,11%"
20.12.2018,"49,81","50,74","51,17","49,45","25,32M","-0,40%"
19.12.2018,"50,01","51,80","52,40","50,01","24,41M","-2,78%"
18.12.2018,"51,44","51,35","52,19","51,35","18,99M","0,37%"
17.12.2018,"51,25","51,90","52,27","51,03","21,40M","0,73%"
14.12.2018,"50,88","50,38","51,19","49,85","16,91M","0,55%"
13.12.2018,"50,60","50,85","51,28","50,25","15,15M","0,46%"
12.12.2018,"50,37","51,15","51,40","50,35","15,81M","-0,45%"
11.12.2018,"50,60","51,15","51,74","50,25","19,44M","0,80%"
10.12.2018,"50,20","51,12","51,64","50,19","14,33M","-2,13%"
07.12.2018,"51,29","52,48","53,26","51,09","19,47M","-1,93%"
06.12.2018,"52,30","51,70","52,60","51,07","21,38M","-0,95%"
05.12.2018,"52,80","53,30","53,48","52,43","9,66M","-0,15%"
04.12.2018,"52,88","54,35","54,52","52,50","26,84M","-2,27%"
03.12.2018,"54,11","55,60","55,68","53,74","32,42M","2,48%"
30.11.2018,"52,80","51,56","53,69","51,56","29,50M","1,54%"
29.11.2018,"52,00","51,92","52,73","51,13","23,36M","-0,57%"
28.11.2018,"52,30","50,50","52,32","50,22","29,04M","4,77%"
27.11.2018,"49,92","49,69","50,49","49,10","25,58M","-0,40%"
26.11.2018,"50,12","49,95","51,09","49,00","30,33M","-0,46%"
23.11.2018,"50,35","53,39","53,39","50,35","33,53M","-6,83%"
22.11.2018,"54,04","54,69","54,72","53,75","9,26M","-0,90%"
21.11.2018,"54,53","54,15","54,55","53,71","18,59M","-1,52%"
19.11.2018,"55,37","56,15","56,28","54,81","12,98M","-1,39%"
16.11.2018,"56,15","55,85","56,35","55,15","19,63M","1,79%"
14.11.2018,"55,16","55,21","55,67","54,25","28,36M","-1,97%"
13.11.2018,"56,27","54,90","56,27","54,35","18,79M","2,59%"
12.11.2018,"54,85","55,10","55,45","54,40","15,99M","0,37%"
09.11.2018,"54,65","56,50","57,00","54,13","29,21M","-4,16%"
08.11.2018,"57,02","57,78","58,77","57,02","16,74M","-0,99%"
07.11.2018,"57,59","57,70","58,15","57,40","12,98M","0,63%"
06.11.2018,"57,23","57,00","57,85","56,56","11,21M","-0,52%"
05.11.2018,"57,53","57,61","58,00","57,04","15,49M","0,05%"
01.11.2018,"57,50","56,75","58,26","55,52","20,32M","1,39%"
31.10.2018,"56,71","54,35","56,71","54,27","26,50M","5,27%"
30.10.2018,"53,87","53,60","54,85","52,96","23,72M","1,45%"
29.10.2018,"53,10","56,50","56,50","52,60","26,11M","-4,50%"
26.10.2018,"55,60","54,90","55,89","53,51","26,53M","1,81%"
25.10.2018,"54,61","55,97","56,04","53,80","29,35M","0,33%"
24.10.2018,"54,43","57,40","57,59","54,43","17,70M","-4,09%"
23.10.2018,"56,75","57,31","57,55","56,00","20,71M","-2,78%"
22.10.2018,"58,37","57,70","58,42","57,03","14,00M","3,25%"
19.10.2018,"56,53","57,10","57,53","56,36","13,37M","0,05%"
18.10.2018,"56,50","58,85","58,85","56,32","16,97M","-3,91%"
17.10.2018,"58,80","58,34","58,92","57,75","21,78M","1,91%"
16.10.2018,"57,70","57,94","58,85","57,25","15,77M","0,05%"
15.10.2018,"57,67","56,95","58,45","56,84","16,25M","2,11%"
11.10.2018,"56,48","56,44","57,16","55,62","15,93M","1,06%"
10.10.2018,"55,89","57,38","58,14","55,89","14,08M","-3,07%"
09.10.2018,"57,66","57,40","58,32","56,72","17,76M","1,07%"
08.10.2018,"57,05","57,00","57,57","55,26","26,31M","-0,77%"
05.10.2018,"57,49","57,85","58,31","57,23","20,13M","-2,23%"
04.10.2018,"58,80","59,99","60,34","58,67","14,37M","-1,92%"
03.10.2018,"59,95","62,01","62,19","59,32","26,60M","-2,04%"
02.10.2018,"61,20","60,87","61,74","60,48","20,50M","1,32%"
01.10.2018,"60,40","59,68","60,57","59,08","8,92M","0,97%"
28.09.2018,"59,82","58,85","60,29","58,85","14,69M","0,57%"
27.09.2018,"59,48","60,22","60,75","58,61","20,58M","-0,88%"
26.09.2018,"60,01","62,20","62,42","59,75","24,55M","-3,52%"
25.09.2018,"62,20","60,00","62,22","59,86","16,79M","3,32%"
24.09.2018,"60,20","60,85","61,25","60,15","8,95M","-1,33%"
21.09.2018,"61,01","59,89","61,01","59,60","22,96M","2,85%"
20.09.2018,"59,32","59,21","59,61","58,43","11,21M","1,26%"
19.09.2018,"58,58","57,61","58,94","57,53","12,41M","2,16%"
18.09.2018,"57,34","55,63","57,47","55,51","20,59M","4,18%"
17.09.2018,"55,04","55,30","55,57","54,79","12,06M","-0,29%"
14.09.2018,"55,20","54,10","55,23","54,05","16,97M","2,64%"
13.09.2018,"53,78","53,70","54,43","53,52","14,33M","0,62%"
12.09.2018,"53,45","53,00","53,71","52,18","14,22M","1,64%"
11.09.2018,"52,59","52,61","52,99","52,13","10,32M","-1,18%"
10.09.2018,"53,22","53,91","54,04","52,96","9,28M","-0,49%"
06.09.2018,"53,48","52,79","53,87","52,40","12,14M","2,55%"
05.09.2018,"52,15","52,08","52,64","51,75","7,06M","0,29%"
04.09.2018,"52,00","53,60","53,79","52,00","10,48M","-3,79%"
03.09.2018,"54,05","53,30","54,17","53,21","4,33M","0,80%"
31.08.2018,"53,62","54,52","54,80","53,31","14,96M","-1,74%"
30.08.2018,"54,57","55,30","55,89","54,40","14,39M","-1,18%"
29.08.2018,"55,22","55,25","56,16","55,14","10,22M","-0,77%"
28.08.2018,"55,65","55,93","56,41","55,07","17,81M","-0,04%"
27.08.2018,"55,67","54,17","55,67","54,17","11,10M","2,81%"
24.08.2018,"54,15","53,60","54,46","53,55","10,93M","1,50%"
23.08.2018,"53,35","53,10","53,52","52,65","12,22M","0,09%"
22.08.2018,"53,30","51,65","53,30","51,63","13,03M","3,03%"
21.08.2018,"51,73","51,16","52,10","51,02","13,33M","0,56%"
20.08.2018,"51,44","51,10","51,77","51,04","14,75M","1,26%"
17.08.2018,"50,80","49,53","51,19","49,23","17,32M","2,17%"
16.08.2018,"49,72","50,90","51,03","49,63","20,07M","-1,37%"
15.08.2018,"50,41","51,60","51,98","50,35","26,52M","-4,45%"
14.08.2018,"52,76","52,10","52,91","51,77","17,38M","0,92%"
13.08.2018,"52,28","52,07","52,69","51,74","14,64M","1,10%"
10.08.2018,"51,71","51,41","51,91","50,72","14,59M","-0,25%"
09.08.2018,"51,84","52,50","53,04","51,73","12,73M","-1,07%"
08.08.2018,"52,40","53,30","53,33","52,26","13,00M","-0,66%"
07.08.2018,"52,75","53,39","53,65","52,63","19,01M","0,67%"
06.08.2018,"52,40","52,10","52,91","52,00","11,87M","-0,29%"
03.08.2018,"52,55","52,31","52,94","51,33","15,53M","2,32%"
02.08.2018,"51,36","51,28","51,60","50,06","19,75M","-0,41%"
01.08.2018,"51,57","51,90","52,26","51,53","36,80M","-3,25%"
31.07.2018,"53,30","52,68","53,44","52,54","15,87M","0,93%"
30.07.2018,"52,81","52,20","52,83","52,06","15,47M","1,66%"
27.07.2018,"51,95","51,98","52,17","51,76","21,49M","1,27%"
26.07.2018,"51,30","51,00","51,69","50,93","54,25M","1,99%"
25.07.2018,"50,30","50,02","50,30","49,32","15,15M","0,86%"
24.07.2018,"49,87","50,47","50,92","49,87","20,82M","3,44%"
23.07.2018,"48,21","47,70","48,73","47,17","8,49M","1,79%"
20.07.2018,"47,36","48,20","48,46","47,27","16,65M","-1,44%"
19.07.2018,"48,05","49,29","49,33","47,69","20,68M","-3,92%"
18.07.2018,"50,01","49,72","50,22","49,40","9,72M","1,48%"
17.07.2018,"49,28","48,73","49,59","48,31","11,49M","1,40%"
16.07.2018,"48,60","48,90","49,18","48,21","12,49M","-0,61%"
13.07.2018,"48,90","49,18","49,46","48,53","15,45M","-0,29%"
12.07.2018,"49,04","47,97","49,25","47,59","20,70M","3,26%"
11.07.2018,"47,49","47,14","47,72","47,09","12,88M","-1,35%"
10.07.2018,"48,14","49,28","49,67","47,97","10,89M","-1,61%"
06.07.2018,"48,93","48,40","49,03","48,01","8,54M","1,28%"
05.07.2018,"48,31","47,19","48,38","46,96","12,15M","3,49%"
04.07.2018,"46,68","46,82","47,01","46,27","6,11M","0,13%"
03.07.2018,"46,62","47,92","48,10","46,62","11,34M","-1,62%"
02.07.2018,"47,39","47,52","47,81","47,16","8,17M","-1,68%"
29.06.2018,"48,20","48,31","48,70","47,68","12,18M","1,05%"
